Car Names,Years of Production,Number Of,BodyStyles
   BMW 318i Touring,2020 - Present,5,"Station wagon
"
   BMW 630i Gran Turismo,2017 - 2020,5,"Hatchback
"
   BMW 740i,2019 - Present,4,"Sedan
"
   BMW 840i Coupe,2019 - 2020,2,"Coupe
"
   BMW 840i Cabrio,2019 - 2020,2,"Convertible
"
   BMW i3 94Ah,2017 - 2018,5,"Hatchback
"
   BMW i8 Coupe,2018 - Present,2,"Coupe
"
   BMW i8 Roadster,2018 - Present,2,"Coupe
"
   BMW X1 sDrive18i,2019 - Present,5,"SUV
"
   BMW X2 sDrive18i,2018 - Present,5,"SUV
"
   BMW X3 sDrive20i Launch Edition,2019 - 2020,5,"SUV
"
   BMW X4 xDrive20i,2018 - Present,5,"SUV
"
   BMW X5 xDrive45e,2019 - Present,5,"SUV
"
   BMW X7 xDrive40i,2019 - 2020,5,"SUV
"
   BMW Z4 Roadster sDrive20i,2019 - Present,2,"Convertible
"
   Cadillac CT6 3.0 V6 Twin-Turbo Luxury,2017 - 2019,4,"Sedan
"
   Chevrolet Camaro Coupe 2.0 i4,2018 - 2019,2,"Coupe
"
   Chevrolet Camaro Convertible 2.0 i4,2018 - 2019,2,"Convertible
"
   Citroen Berlingo PureTech 110 Live,2019 - Present,5,"MPV
"
   Citroen C3 Aircross PureTech 82 Live,2017 - 2020,5,"SUV
"
   Citroen C4 Cactus PureTech 110 Live,2018 - 2019,5,"Hatchback
"
   Citroen C4 SpaceTourer PureTech 130 Live,2018 - 2019,5,"MPV
"
   Citroen Grand C4 SpaceTourer PureTech 130 Start,2018 - 2019,5,"MPV
"
   Citroen C5 Aircross PureTech 130 Live,2019 - Present,5,"SUV
"
   Dacia Duster SCe 115 Bi-Fuel Essential,2018 - 2019,5,"SUV
"
   Ferrari 812 Superfast,2017 - present,2,"Coupe
"
   Ferrari Portofino 3.8 T,2018 - Present,2,"Convertible
"
,,,
,,,
,,,
   Fiat 500C 1.2 S&S Pop,2010 - 2011,2,"Convertible
"
   Fiat 500C TwinAir 60 Pop,2015 - 2018,2,"Convertible
"
   Fiat 500L TwinAir 105 PopStar,2017 - 2019,5,"MPV
"
   Fiat 500L Wagon TwinAir 105 PopStar,2017 - 2019,5,"MPV
"
   Fiat 500X 1.0 Urban,2019 - Present,5,"SUV
"
   Ford EcoSport 1.0 EcoBoost 100hp Trend Essential,2018 - 2019,5,"SUV
"
   Ford Edge 2.0 EcoBlue ST-Line,2019 - 2019,5,"SUV
"
   Ford Focus 1.0 EcoBoost 100hp Trend Edition,2018 - 2020,5,"Hatchback
"
   Ford Focus Wagon 1.0 EcoBoost 100hp Trend Edition,2018 - 2020,5,"Station wagon
"
   Ford Ka,1997 - 2008,3,"Hatchback
"
   Ford Ka+ 1.2 Trend Essential,2018 - 2019,5,"Hatchback
"
   Ford Mondeo 2.0 EcoBlue Titanium,2019 - 2019,5,"Hatchback
"
   Ford Mondeo Hybride Titanium,2019 - Present,4,"Sedan
"
   Ford Mondeo Wagon Hybride Titanium,2019 - Present,5,"Station wagon
"
   Ford Mustang Fastback 2.3 EcoBoost,2015 - 2018,2,"Coupe
"
   Ford Mustang Fastback 2.3 EcoBoost,2018 - Present,2,"Coupe
"
   Ford Mustang Convertible 2.3 EcoBoost,2015 - 2018,2,"Convertible
"
   Ford Mustang Convertible 2.3 EcoBoost,2018 - Present,2,"Convertible
"
   Honda Civic 1.5 i-VTEC Comfort,2017 - 2019,4,"Sedan
"
   Honda CR-V 1.5 Comfort 2WD,2018 - 2020,5,"SUV
"
   Honda HR-V 1.5 Comfort,2018 - Present,5,"SUV
"
   Honda Jazz 1.3 Trend,2018 - 2020,5,"Hatchback
"
   Hyundai i20 1.0 T-GDI 100 i-Drive,2018 - 2020,5,"Hatchback
"
   Hyundai i30 Fastback 1.0 T-GDI Comfort,2018 - 2020,5,"Hatchback
"
   Hyundai i30 Wagon 1.0 T-GDI i-Drive,2017 - 2020,5,"Station wagon
"
   Hyundai Ioniq Electric Comfort,2016 - 2019,5,"Hatchback
"
   Hyundai Kona 1.0 T-GDI i-Drive,2017 - present,5,"Hatchback
"
   Hyundai Kona Electric 39kWh Comfort,2020 - Present,5,"Hatchback
"
   Hyundai Nexo FCEV,2018 - Present,5,"SUV
"
   Hyundai Santa Fe 2.2 CRDi 200 2WD Comfort,2019 - Present,5,"SUV
"
   Hyundai Tucson 1.6 GDI i-Drive,2018 - Present,5,"SUV
"
   Jaguar E-Pace P200 AWD,2018 - 2020,5,"SUV
"
   Jaguar I-Pace EV320 S,2020 - Present,5,"SUV
"
   Jaguar XE P250 S,2019 - Present,4,"Sedan
"
   Jaguar XF Sportbrake 25t Pure,2017 - 2020,5,"Station wagon
"
   Jaguar XJ 2.0 SC Luxury,2015 - 2017,4,"Sedan
"
   Jeep Cherokee 2.2 CRD 4x4 Longitude Freedom,2019 - 2020,5,"SUV
"
   Jeep Compass 1.4 MultiAir Sport,2017 - 2020,5,"SUV
"
   Jeep Renegade 1.0T Longitude,2019 - 2019,5,"SUV
"
   Jeep Wrangler 2.0T Sahara,2019 - Present,3,"SUV
"
   Jeep Wrangler Unlimited 2.0T Sahara,2019 - 2020,5,"SUV
"
   Kia Ceed 1.0 T-GDi ComfortLine,2018 - Present,5,"Hatchback
"
   Kia Ceed Sportswagon 1.0 T-GDi ComfortLine,2018 - Present,5,"Station wagon
"
   Kia e-Niro 64kWh DynamicLine,2019 - Present,5,"SUV
"
   Kia Niro 1.6 GDi Hybrid Comfortline,2019 - Present,5,"SUV
"
   Kia Optima 1.6 T-GDi DynamicPlusLine,2018 - 2020,4,"Sedan
"
   Kia Optima SW 1.6 T-GDi DynamicPlusLine,2018 - 2020,5,"Station wagon
"
   Kia ProCeed 1.0 T-GDi GT-Line,2019 - Present,5,"Hatchback
"
,,,
,,,
,,,
   Kia Sorento 2.2 CRDi 2WD DynamicLine,2017 - 2020,5,"SUV
"
   Kia e-Soul 39kWh ComfortLine,2020 - Present,5,"Hatchback
"
   Kia Sportage 1.6 GDI ComfortLine,2018 - Present,5,"SUV
"
   Kia Stinger 2.0 Turbo GT-Line,2017 - present,5,"Hatchback
"
   Kia Stonic 1.2 MPi EconomyLine,2017 - 2018,5,"SUV
"
   Lamborghini Aventador S,2017 - present,2,"Coupe
"
   Lamborghini Aventador Roadster LP700-4,2013 - 2017,2,"Convertible
"
   Lamborghini Aventador Roadster S,2017 - present,2,"Convertible
"
   Lamborghini Huracan Spyder LP580-2,2017 - present,2,"Convertible
"
   Lamborghini Urus,2018 - Present,5,"SUV
"
   Land Rover Discovery Sport P200,2019 - Present,5,"SUV
"
   Land Rover Range Rover 2.0 P400e Vogue,2017 - present,5,"SUV
"
   Land Rover Range Rover Evoque P160,2020 - Present,5,"SUV
"
   Land Rover Range Rover Sport P400e PHEV SE,2017 - present,5,"SUV
"
   Land Rover Range Rover Velar P250 2.0,2017 - 2020,5,"SUV
"
   Lexus CT 200h Hybrid,2018 - 2020,5,"Hatchback
"
   Lexus ES 300h Comfort Line,2020 - Present,4,"Sedan
"
   Lexus LC 500h,2017 - present,2,"Coupe
"
   Lexus LS 500h Luxury Line,2018 - Present,4,"Sedan
"
   Lexus NX 300h,2017 - present,5,"SUV
"
   Lexus RC 300h,2018 - 2020,2,"Coupe
"
   Lexus UX 250h,2019 - Present,5,"SUV
"
   Maserati Ghibli 3.0 V6,2017 - present,4,"Sedan
"
   Maserati GranCabrio Sport,2018 - Present,2,"Convertible
"
   Maserati GranTurismo Sport,2018 - Present,2,"Coupe
"
   Maserati Quattroporte 3.0 V6 S,2017 - 2018,4,"Sedan
"
   Mazda 3 SkyActiv-G 2.0 122,2019 - Present,5,"Hatchback
"
   Mazda 3 Sedan SkyActiv-G 2.0 122,2019 - Present,4,"Sedan
"
   Mazda 6 SkyActiv-G 2.0 145,2019 - Present,4,"Sedan
"
   Mazda 6 SportBreak SkyActiv-G 2.0 145,2019 - Present,5,"Station wagon
"
   Mazda CX-3 SkyActiv-G 120 S,2018 - 2020,5,"SUV
"
   Mercedes-Benz A 160,2018 - Present,5,"Hatchback
"
   Mercedes-Benz A 180,2019 - Present,4,"Sedan
"
   Mercedes-Benz AMG GT 43,2019 - Present,4,"Hatchback
"
   Mercedes-Benz B 160,2019 - Present,5,"MPV
"
   Mercedes-Benz C 160,2018 - 2019,4,"Sedan
"
   Mercedes-Benz C 160 Estate,2018 - 2019,5,"Station wagon
"
   Mercedes-Benz C 180 Coupe,2019 - 2020,2,"Coupe
"
   Mercedes-Benz C 180 Cabriolet,2019 - 2020,2,"Convertible
"
   Mercedes-Benz CLA 180,2019 - Present,4,"Sedan
"
   Mercedes-Benz CLS 350,2018 - 2020,4,"Sedan
"
   Mercedes-Benz E 200 Cabriolet,2017 - 2019,2,"Convertible
"
   Mercedes-Benz G 500,2018 - 2020,5,"SUV
"
   Mercedes-Benz GLC 200,2019 - 2020,5,"SUV
"
   Mercedes-Benz GLC 200 Coupe,2019 - 2020,5,"SUV
"
   Mercedes-Benz GLE 350 e 4MATIC,2020 - Present,5,"SUV
"
   Mercedes-Benz GLS 450 4MATIC,2020 - Present,5,"SUV
"
   Mercedes-Benz S 450,2018 - 2020,4,"Sedan
"
,,,
,,,
,,,
   Mercedes-Benz S 450 4MATIC Coupe,2018 - 2020,2,"Coupe
"
   Mercedes-Benz S 560 Cabriolet,2018 - 2020,2,"Convertible
"
   Mercedes-Benz Sprinter Tourer L1 311 CDI RWD,2019 - Present,4,"Passenger bus
"
   Mercedes-Benz V 220 d Kort,2019 - Present,5,"Passenger bus
"
   Mercedes-Benz X 220 d Pure,2018 - 2020,4,"Pick-up
"
   Mini Cabrio One,2018 - Present,2,"Convertible
"
   Mini Clubman One,2019 - Present,5,"Station wagon
"
   Mini One First,2018 - Present,3,"Hatchback
"
   Mini One First,2018 - 2020,5,"Hatchback
"
   Mitsubishi ASX 1.6 ClearTec Entry,2018 - 2019,5,"SUV
"
   Mitsubishi Eclipse Cross 1.5 DI-T 2WD Pure,2017 - 2019,5,"SUV
"
   Nissan Leaf 40kWh Edition,2017 - 2018,5,"Hatchback
"
   Nissan NV300 L1H1 2700 1.6 dCi 95 Acenta,2018 - 2019,4,"Passenger bus
"
   Nissan Qashqai DIG-T 115 Visia,2017 - 2018,5,"SUV
"
   Nissan X-Trail DIG-T 160 Acenta,2019 - Present,5,"SUV
"
   Opel Ampera-e 60kWh Innovation,2017 - 2017,5,"MPV
"
   Opel Combo Tour L1H1 1.2 Turbo 110hp Edition,2018 - Present,5,"MPV
"
   Opel Combo L1H1 1.2 Turbo Selection,2019 - Present,3,"Van
"
   Opel Corsa 1.0 Turbo 90hp Selection,2014 - 2019,3,"Hatchback
"
   Opel Corsa 1.0 Turbo 90hp Business+,2014 - 2018,5,"Hatchback
"
"   Opel Corsa-e 7,4kW Edition",2020 - Present,5,"Hatchback
"
   Opel Grandland X 1.2 Turbo 130hp Online Edition,2017 - 2019,5,"SUV
"
   Opel Insignia Country Tourer 1.5 Turbo 140hp,2017 - 2018,5,"Station wagon
"
   Peugeot 3008 Access 1.2 PureTech 130,2016 - 2020,5,"SUV
"
   Peugeot 308 Access 1.2 PureTech 110,2017 - 2018,5,"Hatchback
"
   Peugeot 308 SW Active 1.2 PureTech 110,2017 - 2018,5,"Station wagon
"
   Peugeot 5008 Access 1.2 PureTech 130,2017 - 2020,5,"SUV
"
   Peugeot 508 Active PureTech 130,2020 - Present,5,"Hatchback
"
   Peugeot 508 SW Active PureTech 130,2020 - Present,5,"Station wagon
"
   Peugeot Rifter Active 1.2 PureTech 110,2018 - Present,5,"MPV
"
   Porsche 911 Carrera Coupe,2019 - Present,2,"Coupe
"
   Porsche 911 Carrera Cabriolet,2019 - Present,2,"Convertible
"
   Porsche Cayenne,2017 - present,5,"SUV
"
   Porsche Cayenne Coupe,2019 - Present,5,"SUV
"
   Porsche Macan,2018 - 2020,5,"SUV
"
   Porsche Panamera 4 Sport Turismo,2017 - 2020,5,"Station wagon
"
   Renault Captur TCe 90 Life,2017 - 2019,5,"SUV
"
   Renault Clio TCe 90 Life,2020 - Present,5,"Hatchback
"
   Renault Kadjar Energy TCe 140 Life,2018 - Present,5,"SUV
"
   Renault Koleos dCi 130 Intens,2017 - 2018,5,"SUV
"
   Renault Twingo SCe 65 Life,2020 - Present,5,"Hatchback
"
   Renault Wind TCE 100 Dynamique,2010 - 2013,2,"Convertible
"
   Seat Arona 1.0 TSI 95hp Reference,2018 - Present,5,"SUV
"
   Seat Cupra Ateca 2.0 TSI 4-Drive,2018 - 2020,5,"SUV
"
   Seat Ibiza 1.0 MPI 75hp Reference,2017 - 2019,5,"Hatchback
"
   Seat Tarraco 1.5 TSI Style,2019 - Present,5,"SUV
"
   Skoda Citigo 1.0 60hp Greentech Active,2017 - 2020,5,"Hatchback
"
   Skoda Fabia 1.0 55kW Greentech Active,2018 - 2019,5,"Hatchback
"
,,,
,,,
,,,
   Skoda Fabia Combi 1.0 55kW Greentech Active,2018 - 2019,5,"Station wagon
"
   Skoda Karoq 1.0 TSI Greentech Ambition,2018 - Present,5,"SUV
"
   Skoda Rapid Spaceback 1.0 TSI 95hp Greentech Drive,2017 - 2018,5,"Hatchback
"
   Skoda Scala 1.0 TSI 95hp Greentech Active,2019 - Present,5,"Hatchback
"
   Subaru Impreza 1.6i Pure,2017 - 2020,5,"Hatchback
"
   Subaru Outback 2.5i Comfort,2017 - present,5,"Station wagon
"
   Subaru XV 1.6i Pure,2017 - 2020,5,"SUV
"
   Suzuki Jimny Cabrio 1.3 4WD JLX,2000 - 2001,3,"Convertible
"
   Suzuki Jimny Cabrio 1.3 JLX,2005 - 2006,3,"Convertible
"
   Suzuki Jimny 1.5 Comfort,2018 - Present,3,"SUV
"
   Suzuki Vitara 1.0 Boosterjet Comfort,2018 - Present,5,"SUV
"
   Tesla Model 3 Standard Range Plus,2019 - 2020,4,"Sedan
"
   Toyota Aygo 1.0 VVT-i x,2018 - Present,3,"Hatchback
"
   Toyota Aygo 1.0 VVT-i x,2018 - Present,5,"Hatchback
"
   Toyota Camry 2.5 Hybrid Active,2019 - Present,4,"Sedan
"
   Toyota Corolla 1.2 Turbo Comfort,2019 - Present,5,"Hatchback
"
   Toyota Corolla Sedan 1.8 Hybrid Active,2019 - Present,4,"Sedan
"
   Toyota Corolla Touring Sports 1.2 Turbo Comfort,2019 - Present,5,"Station wagon
"
   Toyota Land Cruiser 2.8 D-4D Comfort,2017 - 2020,3,"SUV
"
   Toyota Land Cruiser 2.8 D-4D Comfort,2017 - 2020,5,"SUV
"
   Toyota Mirai FCV Executive,2017 - present,5,"Sedan
"
   Toyota Prius 1.8 Hybrid Dynamic,2019 - Present,5,"Hatchback
"
   Toyota Prius 1.8 Plug-in Hybrid Dynamic,2019 - Present,5,"Hatchback
"
   Toyota Proace Verso Compact 1.6 D-4D 95hp Aspiration,2016 - 2018,4,"Passenger bus
"
   Toyota RAV4 2.0 VVT-iE 2WD Comfort,2019 - Present,5,"SUV
"
   Toyota Supra GR 2.0 Launch,2020 - Present,3,"Coupe
"
   Volkswagen Arteon 1.5 TSI 150hp,2017 - 2018,5,"Hatchback
"
   Volkswagen Golf Sportsvan 1.0 TSI 85hp Trendline,2018 - 2018,5,"MPV
"
   Volkswagen Polo 1.0 65hp Trendline,2017 - 2020,5,"Hatchback
"
   Volkswagen T-Cross 1.0 TSI 95hp,2018 - 2020,5,"Hatchback
"
   Volkswagen T-Roc 1.0 TSI 115hp,2017 - 2019,5,"SUV
"
   Volkswagen Tiguan Allspace 1.4 TSI 150hp ACT Trendline,2017 - 2018,5,"SUV
"
   Volkswagen Touareg 3.0 V6 TSI 340hp 4Motion,2019 - 2020,5,"SUV
"
   Volvo S60 B3 Inscription,2020 - Present,4,"Sedan
"
   Volvo V60 B3 Momentum,2020 - Present,5,"Station wagon
"
   Volvo V60 Cross Country T5 AWD,2019 - 2020,5,"Station wagon
"
   Volvo XC40 T2 Momentum Core,2020 - Present,5,"SUV
"
   Volvo XC90 T5 AWD Momentum Pro,2019 - 2019,5,"SUV
"
   DS DS3 PureTech 82 Chic,2015 - 2016,3,"Hatchback
"
   DS DS3 PureTech 82 Chic,2016 - 2017,3,"Hatchback
"
   DS 3 Cabrio PureTech 82 Chic,2015 - 2016,2,"Convertible
"
   DS 3 Cabrio PureTech 82 Chic,2016 - 2017,2,"Convertible
"
   DS DS7 Crossback PureTech 130 Chic,2018 - 2020,5,"Hatchback
"
   Mclaren 540C,2015 - present,2,"Coupe
"
   Mclaren 570GT,2016 - present,2,"Coupe
"
   Mclaren 570S,2015 - present,2,"Coupe
"
   Mclaren 570S Spider,2017 - present,2,"Coupe
"
   Mclaren 600LT,2018 - Present,2,"Coupe
"
,,,
,,,
,,,
   Mclaren 650S,2014 - present,2,"Coupe
"
   Mclaren 650S Spider,2014 - present,2,"Coupe
"
   Mclaren 675LT,2015 - present,2,"Coupe
"
   Mclaren 720S,2017 - present,2,"Coupe
"
   Mercedes-Benz Sprinter WB1 210 CDI Economy,2012 - 2013,4,"Van
"
   Mercedes-Benz Sprinter WB1 210 CDI Economy,2012 - 2013,4,"Double cabin
"
   Mercedes-Benz Viano Lang CDI 2.0 Trend Functional,2010 - 2014,5,"Double cabin
"
   Mercedes-Benz Viano Kort CDI 2.0 Trend Functional,2010 - 2014,5,"Van
"
   Mercedes-Benz Vito Kort 110 CDI Economy,2010 - 2014,4,"Van
"
   Mercedes-Benz Vito Kort 110 CDI Economy,2010 - 2014,4,"Double cabin
"
   Renault Kangoo Express Compact dCi 75 Comfort,2012 - 2013,4,"Van
"
   Volkswagen Amarok 2.0 TDI 122hp Easyline,2011 - 2013,4,"Pick-up
"
   Volkswagen Caddy L1H1 1.2 TSI 85hp,2010 - 2015,4,"Van
"
   Volkswagen Crafter L1H1 28 2.0 TDI 109hp Baseline,2011 - 2017,4,"Van
"
   Volkswagen Crafter L1H1 28 2.0 TDI 109hp,2011 - 2015,4,"Double cabin
"
   Volkswagen Transporter L1H1 26 2.0 TDI 84hp Baseline,2012 - 2015,4,"Van
"
   Volkswagen Transporter L1H1 26 2.0 TDI 84hp Baseline,2012 - 2015,4,"Van
"
   Volkswagen Multivan L1H1 2.0 TDI 102hp Comfortline,2010 - 2015,5,"Double cabin
"
   Citroen Berlingo 1.6 VTi 95 Comfort,2011 - 2012,5,"Van
"
   Opel Combo L1H1 1.4 ecoFLEX Selection,2012 - 2018,5,"Van
"
   Peugeot Bipper XR 1.4,2012 - 2013,3,"Van
"
   Peugeot Partner 120 L1 XR 1.6 HDi 75hp,2011 - 2012,3,"Van
"
   Toyota Land Cruiser V8 Standard Roof 4.5 D-4D VX,2012 - 2016,5,"Van
"
   Citroen Nemo 1.4i,2009 - 2013,3,"Van
"
   Fiat Doblo Cargo 1.4 16v Actual,2010 - 2015,4,"Van
"
   Fiat Fiorino 1.4 8v Actual,2010 - 2014,3,"Van
"
   Ford Ranger Super Cab 2.5 TDCi Ambiente,2011 - 2012,4,"Pick-up
"
   Ford Transit Connect T200S 1.8 TDCi 75hp Economy Edition,2008 - 2013,3,"Van
"
   Fiat Strada 1.3 MultiJet Working,2012 - 2016,2,"Pick-up
"
   Opel Vivaro L1H1 2700 2.0 CDTi 90 Selection,2011 - 2014,4,"Van
"
   Opel Vivaro L1H1 2700 2.0 CDTi 90 Selection,2011 - 2014,4,"Double cabin
"
   Renault Megane Van dCi 110 ECO2 Expression,2012 - 2013,5,"Van
"
   Renault Trafic L1H1 T27 2.0 dCi 90 Generique,2011 - 2014,4,"Van
"
   Renault Trafic L1H1 T27 2.0 dCi 90 Generique,2011 - 2014,4,"Double cabin
"
   Mitsubishi L200 Single Cab 2.5 DI-D 2WD Inform,2012 - 2015,2,"Pick-up
"
   Nissan Navara King Cab 2.5 dCi XE,2010 - 2016,2,"Pick-up
"
   Peugeot Expert 227 L1H1 1.6 HDi 90,2012 - 2012,4,"Van
"
   Citroen Jumpy 10 L1H1 HDi 90,2012 - 2012,4,"Van
"
   Citroen Jumpy 12 L2H1 HDi 90,2012 - 2012,4,"Double cabin
"
   Ford Transit 260S FWD 2.2 TDCi 100hp Economy Edition,2012 - 2014,4,"Van
"
   Ford Transit 260S FWD 2.2 TDCi 100hp Business Edition,2012 - 2014,4,"Double cabin
"
   Peugeot Expert 229 L2H1 1.6 HDi 90,2012 - 2012,4,"Double cabin
"
   Fiat Scudo KH1 10 1.6 MultiJet Actual,2012 - 2017,4,"Van
"
   Fiat Scudo LH1 12 1.6 MultiJet,2012 - 2017,4,"Double cabin
"
   Renault Master L1H1 T28 FWD 2.3 dCi 100 Generique,2011 - 2014,4,"Van
"
   Dacia Logan Van 1.6,2011 - 2013,5,"Van
"
   Renault Master L2H2 T33 FWD 2.3 dCi 100 Generique,2011 - 2014,4,"Double cabin
"
   Opel Movano L1H1 2800 2.3 CDTi 100,2011 - 2014,4,"Van
"
,,,
,,,
,,,
   Peugeot Boxer L1H1 330 HDi 110,2012 - 2014,4,"Van
"
   Citroen Jumper 30 L1H1 HDi 110,2012 - 2014,4,"Van
"
   Fiat Ducato KH1 28 2.0 MultiJet 115 Actual,2012 - 2014,4,"Van
"
   Peugeot Boxer L1H1 330 HDi 110,2012 - 2014,4,"Double cabin
"
   Dacia Logan Pick-Up 1.6,2011 - 2013,5,"Pick-up
"
   Fiat Ducato KH1 28 2.0 MultiJet 115 Actual,2012 - 2014,4,"Double cabin
"
   Hyundai H300 2.5 CRDi ActiveVersion,2011 - 2013,5,"Van
"
   Hyundai H300 2.5 CRDi ActiveVersion,2011 - 2013,5,"Double cabin
"
   Hyundai Santa Fe Van 2.2 CRDi R 2WD DynamicVersion,2010 - 2012,5,"Van
"
   Kia Sorento 2.4 X-ecutive,2009 - 2012,5,"Van
"
   Land Rover Defender 110 2.2 TD Hard Top,2011 - 2016,5,"Van
"
   Land Rover Defender 90 2.2 TD Soft Top,2011 - 2016,3,"Van
"
   Land Rover Defender 110 2.2 TD Pick Up,2011 - 2016,5,"Pick-up
"
   Land Rover Discovery Commercial 5.0 V8 HSE,2011 - 2013,5,"Van
"
   Land Rover Freelander 3.2 i6 S,2007 - 2012,5,"Van
"
   Nissan NV200 1.6 Visia,2011 - present,4,"Van
"
   Nissan Primastar L1H1 2700 2.0 dCi 90 Intro,2012 - 2013,4,"Van
"
   Jeep Grand Cherokee Van 3.6 V6 Laredo,2012 - 2013,5,"Van
"
   Jeep Wrangler Unlimited Van 3.6 V6 Sport,2012 - 2015,4,"Van
"
   Ssangyong Rexton XVT Sapphire,2011 - 2013,5,"Van
"
   Toyota Verso Van 1.6 16v VVT-i Comfort,2009 - 2013,5,"Van
"
   Volkswagen Golf Variant Van 1.6 TDI 90hp Trendline,2010 - 2013,5,"Van
"
   Volkswagen Sharan Van 2.0 TDI 140hp BlueMotion T. Trendline,2010 - 2015,5,"Van
"
   Volkswagen Touran Van 1.2 TSI BlueMotion Technology Trendline,2010 - 2015,5,"Van
"
   Opel Movano L2H2 3300 2.3 CDTi 100,2011 - 2014,4,"Double cabin
"
   Citroen Jumper 30 L1H1 HDi 110,2012 - 2014,4,"Double cabin
"
   Citroen Berlingo 1.6 VTi 95 Comfort,2012 - 2015,5,"Van
"
   Lancia Voyager Van 3.6 V6 Pentastar Silver,2014 - 2016,5,"Van
"
   Mitsubishi Outlander Van 2.0 2WD Intro Edition,2010 - 2012,5,"Van
"
   Nissan Qashqai+2 Van 1.6 dCi Optima,2012 - 2014,5,"Van
"
   Citroen C-Crosser Van 2.4i 16v Prestige,2011 - 2012,5,"Van
"
   Peugeot Partner 120 L1 XR 1.6 VTi 98hp,2012 - 2015,3,"Van
"
   Iveco Daily 29L11V 3000 H1 2.3,2012 - 2014,4,"Van
"
   Ford Ranger Super Cab 2.2 TDCi XL,2012 - 2015,4,"Pick-up
"
   Nissan NV400 L1H1 2800 2.3 dCi 100 Visia,2012 - 2014,4,"Van
"
   Nissan Pathfinder Van 2.5 dCi XE,2012 - 2014,5,"Van
"
   Nissan X-Trail Van 2.0 dCi 150 4WD XE,2012 - 2014,5,"Van
"
   Opel Astra Sports Tourer Van 1.3 CDTI ecoFLEX Design Edition,2012 - 2014,5,"Van
"
   Ford Transit Custom L1H1 250 100hp Base,2013 - 2016,4,"Van
"
   Ford Transit Custom L1H1 270 100hp Ambiente,2012 - 2016,4,"Double cabin
"
   Mercedes-Benz Citan SWB 108 CDI,2014 - 2020,4,"Van
"
   Land Rover Freelander Si4 S,2012 - 2014,5,"Van
"
   Volkswagen Amarok 2.0 TDI 140hp,2013 - 2016,2,"Pick-up
"
   Ssangyong Korando 2.0 XDi e3 Crystal 2WD,2013 - 2014,5,"Van
"
   Kia Sorento 2.4 GDI Plus Pack,2013 - 2015,5,"Van
"
   Ssangyong Rexton W XDI 2WD Crystal,2013 - 2016,5,"Van
"
   Renault Kangoo Express Compact dCi 75 Comfort,2013 - 2016,4,"Van
"
   Dacia Dokker Van 1.6 Basic,2013 - 2015,5,"Van
"
,,,
,,,
,,,
   Hyundai Santa Fe 2.4 GDI CVVT 2WD Business Edition,2013 - 2016,5,"Van
"
   Toyota RAV4 2.0 VVT-i 4WD Aspiration,2013 - 2016,5,"Van
"
   Toyota Proace L1H1 1.6D 90 Comfort,2013 - present,2,"Van
"
   Ford Transit Connect 200 L1 1.0 EcoBoost Economy Edition,2018 - 2018,3,"Van
"
   Mercedes-Benz Sprinter WB1 210 CDI Economy,2013 - 2016,4,"Van
"
   Mercedes-Benz Sprinter WB3 313 CDI,2013 - 2016,4,"Double cabin
"
   Renault Megane Van dCi 110 ECO2 Expression,2014 - 2016,5,"Van
"
   Land Rover Discovery TDV6 3.0 E,2014 - 2016,5,"Van
"
   Toyota Land Cruiser 2.8 D-4D-F LX,2015 - 2017,3,"Van
"
   Toyota Land Cruiser 2.8 D-4D-F LX,2015 - 2017,5,"Van
"
   Toyota Verso Van 1.6 16v VVT-i Comfort,2014 - 2017,5,"Van
"
   Ford Transit L2H2 290 FWD 2.2 TDCi 100hp Base,2014 - 2016,4,"Van
"
   Ford Transit Courier 1.0 EcoBoost Economy Edition,2018 - 2018,3,"Van
"
   Iveco Daily 35S11V 3000 H1 2.3,2014 - present,4,"Van
"
   Citroen Jumper 28 L1H1 HDi 110 Economy,2014 - 2016,4,"Van
"
   Opel Vivaro L1H1 2700 1.6 CDTI 90 Selection,2014 - 2017,4,"Van
"
   Renault Master L1H1 T28 FWD dCi 110 Generique,2014 - 2016,4,"Van
"
   Renault Trafic L1H1 T27 dCi 90 Generique,2014 - 2016,4,"Van
"
   Opel Movano L1H1 2800 2.3 CDTi 110 Selection,2014 - 2016,4,"Van
"
   Peugeot Boxer L1H1 328 HDi 110 XR Profit+,2014 - 2016,4,"Van
"
   Fiat Ducato L1H1 28 2.0 MultiJet 115 Actual,2014 - 2019,4,"Van
"
   Mercedes-Benz Vito Kort 109 CDI Economy,2014 - 2016,4,"Van
"
   Nissan NV400 L1H1 2800 2.3 dCi 110 Visia,2014 - 2016,4,"Van
"
   Fiat Doblo Cargo 1.4 16v Actual,2015 - 2019,4,"Van
"
   Citroen Berlingo HDi 75 Comfort,2015 - 2016,5,"Van
"
   Peugeot Partner 120 L1 Profit+ 1.6 VTi 98,2015 - 2018,3,"Van
"
   Volkswagen Caddy L1H1 1.2 TSI,2015 - 2019,4,"Van
"
   Ssangyong Korando 2.0 Crystal 2WD,2015 - 2016,5,"Van
"
   Volkswagen Transporter L1H1 26 2.0 TDI 84hp Economy,2015 - 2016,4,"Van
"
   Jeep Cherokee 3.2 V6 4WD Trailhawk,2015 - 2019,5,"Van
"
   Jeep Grand Cherokee 3.6 V6 Overland,2015 - 2016,5,"Van
"
   Jeep Renegade 1.6 E-torq Sport,2015 - 2018,5,"Van
"
